report_index,source_id,incident_type,incident_id,scenario_type,channel,language,district,actual_location,actual_urgency,timestamp
416,call_0093,flood,FLOOD_021,standard,voice,sinhala,Gampaha,Kadana,MEDIUM,2025-05-17T09:58:00+00:00
417,call_0209,flood,FLOOD_079,minimal_message,voice,tamil,Colombo,Grandpass,LOW,2025-05-17T09:58:00+00:00
418,sms_0114,flood,FLOOD_046,long_gap,sms,romanized_sinhala,Ratnapura,Balangoda,HIGH,2025-05-17T09:59:00+00:00
419,sms_0216,flood,NOISE_flood_465,noise,sms,sinhala,Ratnapura,Pelmadulla,MEDIUM,2025-05-17T10:00:00+00:00
420,call_0103,flood,FLOOD_025,standard,voice,tamil,Kandy,Peradeniya,MEDIUM,2025-05-17T10:02:00+00:00
421,call_0210,flood,FLOOD_079,minimal_message,voice,tamil,Colombo,Grandpass,LOW,2025-05-17T10:03:00+00:00
422,sms_0088,flood,FLOOD_033,standard,sms,tamil,Kalutara,Bandaragama,LOW,2025-05-17T10:05:00+00:00
423,call_0091,flood,FLOOD_021,standard,voice,romanized_tamil,Gampaha,Kadana,MEDIUM,2025-05-17T10:06:00+00:00
424,call_0104,flood,FLOOD_025,standard,voice,romanized_sinhala,Kandy,Peradeniya,MEDIUM,2025-05-17T10:06:00+00:00
425,sms_0245,flood,NOISE_flood_494,noise,sms,sinhala,Kandy,Katugastota,LOW,
426,call_0092,flood,FLOOD_021,standard,voice,romanized_tamil,Gampaha,Kadana,MEDIUM,2025-05-17T10:12:00+00:00
427,sms_0087,flood,FLOOD_033,standard,sms,tamil,Kalutara,Bandaragama,LOW,2025-05-17T10:13:00+00:00
428,call_0094,flood,FLOOD_022,standard,voice,romanized_tamil,Colombo,Dematagoda,MEDIUM,2025-05-17T10:16:00+00:00
429,sms_0115,flood,FLOOD_046,long_gap,sms,sinhala,Ratnapura,Balangoda,HIGH,2025-05-17T10:17:00+00:00
430,sms_0249,flood,NOISE_flood_498,noise,sms,romanized_sinhala,Kalutara,Horana,MEDIUM,2025-05-17T10:17:00+00:00
431,call_0106,flood,FLOOD_025,standard,voice,romanized_tamil,Kandy,Peradeniya,MEDIUM,2025-05-17T10:20:00+00:00
432,call_0105,flood,FLOOD_025,standard,voice,tamil,Kandy,Peradeniya,MEDIUM,2025-05-17T10:21:00+00:00
433,call_0121,flood,FLOOD_033,standard,voice,sinhala,Kalutara,Bandaragama,LOW,2025-05-17T10:22:00+00:00
434,sms_0083,flood,FLOOD_030,standard,sms,romanized_sinhala,Kandy,Peradeniya,LOW,2025-05-17T10:23:00+00:00
435,sms_0089,flood,FLOOD_033,standard,sms,romanized_tamil,Kalutara,Bandaragama,LOW,
436,sms_0220,flood,NOISE_flood_469,noise,sms,sinhala,Kandy,Gampola,MEDIUM,
437,sms_0067,flood,FLOOD_021,standard,sms,sinhala,Gampaha,Kadana,MEDIUM,
438,call_0097,flood,FLOOD_022,standard,voice,sinhala,Colombo,Dematagoda,MEDIUM,2025-05-17T10:28:00+00:00
439,call_0095,flood,FLOOD_022,standard,voice,tamil,Colombo,Dematagoda,MEDIUM,2025-05-17T10:32:00+00:00
440,call_0116,flood,FLOOD_030,standard,voice,sinhala,Kandy,Peradeniya,LOW,2025-05-17T10:32:00+00:00
441,sms_0206,flood,NOISE_flood_455,noise,sms,romanized_sinhala,Kandy,Katugastota,MEDIUM,
442,sms_0068,flood,FLOOD_022,standard,sms,tamil,Colombo,Dematagoda,MEDIUM,
443,call_0098,flood,FLOOD_022,standard,voice,tamil,Colombo,Dematagoda,MEDIUM,2025-05-17T10:43:00+00:00
444,sms_0082,flood,FLOOD_030,standard,sms,tamil,Kandy,Peradeniya,LOW,2025-05-17T10:46:00+00:00
445,call_0096,flood,FLOOD_022,standard,voice,sinhala,Colombo,Dematagoda,MEDIUM,2025-05-17T10:47:00+00:00
446,sms_0072,flood,FLOOD_024,standard,sms,romanized_sinhala,Colombo,Hanwella,MEDIUM,2025-05-17T11:06:00+00:00
447,sms_0211,flood,NOISE_flood_460,noise,sms,sinhala,Ratnapura,Kuruwita,LOW,2025-05-17T11:06:00+00:00
448,sms_0070,flood,FLOOD_024,standard,sms,romanized_sinhala,Colombo,Hanwella,MEDIUM,2025-05-17T11:10:00+00:00
449,sms_0219,flood,NOISE_flood_468,noise,sms,tamil,Kalutara,Horana,LOW,2025-05-17T11:11:00+00:00
450,sms_0218,flood,NOISE_flood_467,noise,sms,sinhala,Colombo,Kaduwela,LOW,2025-05-17T11:22:00+00:00
451,sms_0073,flood,FLOOD_024,standard,sms,sinhala,Colombo,Hanwella,MEDIUM,2025-05-17T11:23:00+00:00
452,sms_0071,flood,FLOOD_024,standard,sms,romanized_sinhala,Colombo,Hanwella,MEDIUM,
453,call_0102,flood,FLOOD_024,standard,voice,sinhala,Colombo,Hanwella,MEDIUM,2025-05-17T11:36:00+00:00
454,sms_0081,flood,FLOOD_029,standard,sms,sinhala,Ratnapura,Kuruwita,LOW,2025-05-17T11:38:00+00:00
455,call_0115,flood,FLOOD_029,standard,voice,tamil,Ratnapura,Kuruwita,LOW,2025-05-17T11:50:00+00:00
456,sms_0080,flood,FLOOD_029,standard,sms,sinhala,Ratnapura,Kuruwita,LOW,2025-05-17T11:52:00+00:00
457,call_0114,flood,FLOOD_029,standard,voice,tamil,Ratnapura,Kuruwita,LOW,2025-05-17T11:55:00+00:00
458,sms_0205,flood,NOISE_flood_454,noise,sms,romanized_sinhala,Colombo,Wellampitiya,LOW,2025-05-17T12:06:00+00:00
459,call_0124,flood,FLOOD_038,noise,voice,tamil,Colombo,Kaduwela,MEDIUM,2025-05-17T12:07:00+00:00
460,sms_0243,flood,NOISE_flood_492,noise,sms,sinhala,Kandy,Peradeniya,LOW,2025-05-17T12:08:00+00:00
461,sms_0228,flood,NOISE_flood_477,noise,sms,sinhala,Gampaha,Wattala,MEDIUM,2025-05-17T12:13:00+00:00
462,sms_0223,flood,NOISE_flood_472,noise,sms,romanized_sinhala,Kandy,Kandy_City,LOW,2025-05-17T12:14:00+00:00
463,sms_0212,flood,NOISE_flood_461,noise,sms,romanized_sinhala,Colombo,Grandpass,MEDIUM,2025-05-17T12:16:00+00:00
464,sms_0201,flood,NOISE_flood_450,noise,sms,sinhala,Gampaha,Ja-Ela,MEDIUM,
465,sms_0222,flood,NOISE_flood_471,noise,sms,sinhala,Ratnapura,Balangoda,MEDIUM,
466,sms_0090,flood,FLOOD_035,noise,sms,sinhala,Gampaha,Gampaha_Town,LOW,2025-05-17T12:42:00+00:00
467,sms_0214,flood,NOISE_flood_463,noise,sms,romanized_tamil,Colombo,Wellampitiya,LOW,
468,sms_0242,flood,NOISE_flood_491,noise,sms,sinhala,Colombo,Hanwella,MEDIUM,2025-05-17T12:57:00+00:00
469,call_0118,flood,FLOOD_031,standard,voice,romanized_tamil,Gampaha,Ja-Ela,LOW,2025-05-17T13:02:00+00:00
470,call_0117,flood,FLOOD_031,standard,voice,romanized_sinhala,Gampaha,Ja-Ela,LOW,2025-05-17T13:04:00+00:00
471,sms_0247,flood,NOISE_flood_496,noise,sms,romanized_tamil,Colombo,Battaramulla,MEDIUM,2025-05-17T13:04:00+00:00
472,sms_0200,flood,NOISE_flood_449,noise,sms,tamil,Colombo,Hanwella,MEDIUM,
473,sms_0084,flood,FLOOD_031,standard,sms,romanized_sinhala,Gampaha,Ja-Ela,LOW,2025-05-17T13:11:00+00:00
474,call_0119,flood,FLOOD_032,standard,voice,romanized_sinhala,Colombo,Dematagoda,LOW,2025-05-17T13:18:00+00:00
475,sms_0234,flood,NOISE_flood_483,noise,sms,romanized_sinhala,Kandy,Kadugannawa,LOW,2025-05-17T13:23:00+00:00
476,sms_0246,flood,NOISE_flood_495,noise,sms,tamil,Kalutara,Bandaragama,MEDIUM,2025-05-17T13:24:00+00:00
477,sms_0229,flood,NOISE_flood_478,noise,sms,romanized_sinhala,Colombo,Kolonnawa,LOW,2025-05-17T13:25:00+00:00
478,call_0122,flood,FLOOD_034,noise,voice,tamil,Kalutara,Kalutara,LOW,2025-05-17T13:27:00+00:00
479,sms_0085,flood,FLOOD_032,standard,sms,romanized_sinhala,Colombo,Dematagoda,LOW,2025-05-17T13:28:00+00:00
480,sms_0237,flood,NOISE_flood_486,noise,sms,romanized_sinhala,Colombo,Wellampitiya,MEDIUM,2025-05-17T13:30:00+00:00
481,sms_0239,flood,NOISE_flood_488,noise,sms,sinhala,Kalutara,Horana,MEDIUM,2025-05-17T13:31:00+00:00
482,call_0120,flood,FLOOD_032,standard,voice,sinhala,Colombo,Dematagoda,LOW,2025-05-17T13:33:00+00:00
483,call_0125,flood,FLOOD_039,noise,voice,tamil,Colombo,Wellampitiya,MEDIUM,2025-05-17T13:37:00+00:00
484,sms_0086,flood,FLOOD_032,standard,sms,tamil,Colombo,Dematagoda,LOW,
485,sms_0227,flood,NOISE_flood_476,noise,sms,sinhala,Ratnapura,Balangoda,LOW,2025-05-17T13:43:00+00:00
486,sms_0225,flood,NOISE_flood_474,noise,sms,romanized_sinhala,Colombo,Kolonnawa,MEDIUM,2025-05-17T14:03:00+00:00
487,sms_0236,flood,NOISE_flood_485,noise,sms,sinhala,Gampaha,Kadana,MEDIUM,2025-05-17T14:11:00+00:00
488,sms_0210,flood,NOISE_flood_459,noise,sms,sinhala,Ratnapura,Ratnapura_City,LOW,2025-05-17T14:30:00+00:00
489,sms_0204,flood,NOISE_flood_453,noise,sms,sinhala,Ratnapura,Kuruwita,MEDIUM,
490,sms_0093,flood,FLOOD_041,noise,sms,romanized_tamil,Kalutara,Bandaragama,MEDIUM,2025-05-17T14:47:00+00:00
491,sms_0235,flood,NOISE_flood_484,noise,sms,tamil,Colombo,Kelaniya,LOW,2025-05-17T14:57:00+00:00
492,call_0250,flood,NOISE_flood_447,noise,voice,tamil,Colombo,Battaramulla,LOW,2025-05-17T15:07:00+00:00
493,sms_0202,flood,NOISE_flood_451,noise,sms,tamil,Kandy,Gampola,LOW,2025-05-17T15:10:00+00:00
494,sms_0215,flood,NOISE_flood_464,noise,sms,sinhala,Gampaha,Gampaha_Town,LOW,2025-05-17T15:15:00+00:00
495,call_0123,flood,FLOOD_036,noise,voice,tamil,Colombo,Kolonnawa,MEDIUM,2025-05-17T15:17:00+00:00
496,sms_0209,flood,NOISE_flood_458,noise,sms,romanized_tamil,Colombo,Kaduwela,MEDIUM,2025-05-17T15:17:00+00:00
497,sms_0232,flood,NOISE_flood_481,noise,sms,sinhala,Ratnapura,Pelmadulla,MEDIUM,
498,sms_0231,flood,NOISE_flood_480,noise,sms,tamil,Gampaha,Wattala,LOW,2025-05-17T15:49:00+00:00
499,sms_0226,flood,NOISE_flood_475,noise,sms,tamil,Ratnapura,Ratnapura_City,LOW,2025-05-17T15:57:00+00:00
500,sms_0161,fire,FIRE_061,cross_lingual_duplicate,sms,romanized_tamil,Gampaha,Kadana,HIGH,2025-05-17T07:09:00+00:00
501,call_0202,fire,FIRE_075,location_unknown,voice,romanized_sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T07:10:00+00:00
502,call_0204,fire,FIRE_075,location_unknown,voice,romanized_sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T07:10:00+00:00
503,call_0146,fire,FIRE_053,geographically_near,voice,romanized_sinhala,Kandy,Katugastota,CRITICAL,2025-05-17T07:11:00+00:00
504,sms_0132,fire,FIRE_050,geographically_near,sms,tamil,Colombo,Mattakkuliya,HIGH,
505,sms_0160,fire,FIRE_061,cross_lingual_duplicate,sms,tamil,Gampaha,Kadana,HIGH,2025-05-17T07:12:00+00:00
506,call_0140,fire,FIRE_050,geographically_near,voice,romanized_sinhala,Colombo,Mattakkuliya,HIGH,2025-05-17T07:13:00+00:00
507,call_0141,fire,FIRE_051,geographically_near,voice,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:13:00+00:00
508,call_0248,fire,NOISE_fire_466,noise,voice,sinhala,Kalutara,Kalutara,MEDIUM,2025-05-17T07:13:00+00:00
509,sms_0042,fire,FIRE_007,adjacent_critical,sms,romanized_tamil,Colombo,Kelaniya,CRITICAL,2025-05-17T07:15:00+00:00
510,sms_0046,fire,FIRE_009,adjacent_critical,sms,sinhala,Kalutara,Panadura,CRITICAL,2025-05-17T07:15:00+00:00
511,sms_0138,fire,FIRE_053,geographically_near,sms,romanized_tamil,Kandy,Katugastota,CRITICAL,2025-05-17T07:15:00+00:00
512,call_0147,fire,FIRE_053,geographically_near,voice,sinhala,Kandy,Katugastota,CRITICAL,2025-05-17T07:15:00+00:00
513,sms_0038,fire,FIRE_007,adjacent_critical,sms,romanized_sinhala,Colombo,Kelaniya,CRITICAL,
514,sms_0039,fire,FIRE_007,adjacent_critical,sms,romanized_sinhala,Colombo,Kelaniya,CRITICAL,2025-05-17T07:19:00+00:00
515,call_0179,fire,FIRE_065,cross_lingual_duplicate,voice,tamil,Ratnapura,Ratnapura_City,CRITICAL,2025-05-17T07:19:00+00:00
516,sms_0131,fire,FIRE_050,geographically_near,sms,romanized_tamil,Colombo,Mattakkuliya,HIGH,2025-05-17T07:20:00+00:00
517,sms_0168,fire,FIRE_065,cross_lingual_duplicate,sms,romanized_tamil,Ratnapura,Ratnapura_City,CRITICAL,2025-05-17T07:20:00+00:00
518,call_0216,fire,FIRE_085,victim_panic,voice,romanized_tamil,Ratnapura,Ratnapura_City,CRITICAL,2025-05-17T07:20:00+00:00
519,sms_0215,fire,FIRE_096,same_street_neighbors,sms,tamil,Colombo,Kolonnawa,HIGH,2025-05-17T07:21:00+00:00
520,call_0005,fire,FIRE_002,mass_report,voice,sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:22:00+00:00
521,call_0203,fire,FIRE_075,location_unknown,voice,romanized_tamil,Ratnapura,Pelmadulla,HIGH,2025-05-17T07:23:00+00:00
522,call_0043,fire,FIRE_012,adjacent_critical,voice,tamil,Kandy,Kadugannawa,CRITICAL,2025-05-17T07:24:00+00:00
523,call_0225,fire,FIRE_091,same_street_neighbors,voice,sinhala,Kalutara,Beruwala,HIGH,2025-05-17T07:24:00+00:00
524,sms_0040,fire,FIRE_007,adjacent_critical,sms,tamil,Colombo,Kelaniya,CRITICAL,2025-05-17T07:25:00+00:00
525,call_0039,fire,FIRE_009,adjacent_critical,voice,sinhala,Kalutara,Panadura,CRITICAL,2025-05-17T07:25:00+00:00
526,sms_0208,fire,FIRE_091,same_street_neighbors,sms,sinhala,Kalutara,Beruwala,HIGH,2025-05-17T07:25:00+00:00
527,call_0038,fire,FIRE_009,adjacent_critical,voice,tamil,Kalutara,Panadura,CRITICAL,2025-05-17T07:26:00+00:00
528,sms_0140,fire,FIRE_053,geographically_near,sms,romanized_tamil,Kandy,Katugastota,CRITICAL,2025-05-17T07:26:00+00:00
529,call_0167,fire,FIRE_061,cross_lingual_duplicate,voice,romanized_tamil,Gampaha,Kadana,HIGH,2025-05-17T07:26:00+00:00
530,sms_0133,fire,FIRE_051,geographically_near,sms,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:27:00+00:00
531,call_0032,fire,FIRE_007,adjacent_critical,voice,tamil,Colombo,Kelaniya,CRITICAL,2025-05-17T07:28:00+00:00
532,call_0144,fire,FIRE_051,geographically_near,voice,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:28:00+00:00
533,sms_0159,fire,FIRE_061,cross_lingual_duplicate,sms,sinhala,Gampaha,Kadana,HIGH,
534,call_0006,fire,FIRE_002,mass_report,voice,tamil,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:29:00+00:00
535,call_0139,fire,FIRE_050,geographically_near,voice,tamil,Colombo,Mattakkuliya,HIGH,2025-05-17T07:29:00+00:00
536,call_0227,fire,FIRE_092,same_street_neighbors,voice,romanized_tamil,Kalutara,Beruwala,CRITICAL,2025-05-17T07:29:00+00:00
537,sms_0213,fire,FIRE_094,same_street_neighbors,sms,romanized_sinhala,Ratnapura,Eheliyagoda,CRITICAL,
538,sms_0009,fire,FIRE_002,mass_report,sms,romanized_sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:30:00+00:00
539,sms_0139,fire,FIRE_053,geographically_near,sms,romanized_sinhala,Kandy,Katugastota,CRITICAL,2025-05-17T07:30:00+00:00
540,call_0218,fire,FIRE_087,victim_panic,voice,sinhala,Colombo,Grandpass,CRITICAL,2025-05-17T07:31:00+00:00
541,call_0045,fire,FIRE_012,adjacent_critical,voice,sinhala,Kandy,Kadugannawa,CRITICAL,2025-05-17T07:32:00+00:00
542,call_0033,fire,FIRE_007,adjacent_critical,voice,romanized_sinhala,Colombo,Kelaniya,CRITICAL,2025-05-17T07:33:00+00:00
543,call_0052,fire,FIRE_014,standard,voice,romanized_sinhala,Gampaha,Kadana,HIGH,2025-05-17T07:33:00+00:00
544,call_0060,fire,FIRE_017,standard,voice,romanized_sinhala,Ratnapura,Eheliyagoda,HIGH,2025-05-17T07:33:00+00:00
545,sms_0196,fire,FIRE_081,victim_panic,sms,tamil,Kandy,Gampola,CRITICAL,2025-05-17T07:33:00+00:00
546,call_0237,fire,FIRE_096,same_street_neighbors,voice,sinhala,Colombo,Kolonnawa,HIGH,2025-05-17T07:33:00+00:00
547,call_0009,fire,FIRE_002,mass_report,voice,sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:34:00+00:00
548,sms_0058,fire,FIRE_012,adjacent_critical,sms,romanized_tamil,Kandy,Kadugannawa,CRITICAL,2025-05-17T07:34:00+00:00
549,call_0226,fire,FIRE_091,same_street_neighbors,voice,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:34:00+00:00
550,sms_0214,fire,FIRE_094,same_street_neighbors,sms,romanized_sinhala,Ratnapura,Eheliyagoda,CRITICAL,2025-05-17T07:34:00+00:00
551,call_0233,fire,FIRE_095,same_street_neighbors,voice,romanized_sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T07:34:00+00:00
552,sms_0200,fire,FIRE_084,victim_panic,sms,romanized_sinhala,Kalutara,Bandaragama,HIGH,2025-05-17T07:35:00+00:00
553,sms_0244,fire,NOISE_fire_493,noise,sms,romanized_sinhala,Colombo,Dematagoda,MEDIUM,
554,call_0178,fire,FIRE_065,cross_lingual_duplicate,voice,sinhala,Ratnapura,Ratnapura_City,CRITICAL,2025-05-17T07:36:00+00:00
555,call_0239,fire,FIRE_097,same_street_neighbors,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T07:36:00+00:00
556,sms_0197,fire,FIRE_082,victim_panic,sms,tamil,Gampaha,Kadana,CRITICAL,
557,sms_0047,fire,FIRE_009,adjacent_critical,sms,sinhala,Kalutara,Panadura,CRITICAL,
558,call_0142,fire,FIRE_051,geographically_near,voice,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:38:00+00:00
559,call_0188,fire,FIRE_070,victim_address,voice,romanized_tamil,Colombo,Kelaniya,HIGH,2025-05-17T07:38:00+00:00
560,sms_0212,fire,FIRE_093,same_street_neighbors,sms,sinhala,Ratnapura,Eheliyagoda,HIGH,2025-05-17T07:38:00+00:00
561,call_0022,fire,FIRE_005,mass_report,voice,romanized_tamil,Colombo,Mattakkuliya,CRITICAL,2025-05-17T07:39:00+00:00
562,sms_0193,fire,FIRE_080,minimal_message,sms,sinhala,Ratnapura,Pelmadulla,HIGH,2025-05-17T07:39:00+00:00
563,call_0217,fire,FIRE_085,victim_panic,voice,tamil,Ratnapura,Ratnapura_City,CRITICAL,2025-05-17T07:39:00+00:00
564,sms_0217,fire,FIRE_097,same_street_neighbors,sms,romanized_sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T07:39:00+00:00
565,sms_0045,fire,FIRE_009,adjacent_critical,sms,romanized_sinhala,Kalutara,Panadura,CRITICAL,
566,call_0044,fire,FIRE_012,adjacent_critical,voice,tamil,Kandy,Kadugannawa,CRITICAL,2025-05-17T07:40:00+00:00
567,call_0215,fire,FIRE_084,victim_panic,voice,sinhala,Kalutara,Bandaragama,HIGH,2025-05-17T07:40:00+00:00
568,call_0236,fire,FIRE_095,same_street_neighbors,voice,sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T07:40:00+00:00
569,sms_0233,fire,NOISE_fire_482,noise,sms,romanized_sinhala,Kandy,Katugastota,LOW,2025-05-17T07:40:00+00:00
570,call_0170,fire,FIRE_063,cross_lingual_duplicate,voice,sinhala,Colombo,Hanwella,CRITICAL,2025-05-17T07:41:00+00:00
571,sms_0207,fire,FIRE_091,same_street_neighbors,sms,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:41:00+00:00
572,sms_0218,fire,FIRE_097,same_street_neighbors,sms,romanized_sinhala,Gampaha,Ja-Ela,HIGH,
573,sms_0041,fire,FIRE_007,adjacent_critical,sms,sinhala,Colombo,Kelaniya,CRITICAL,2025-05-17T07:42:00+00:00
574,call_0053,fire,FIRE_014,standard,voice,sinhala,Gampaha,Kadana,HIGH,2025-05-17T07:42:00+00:00
575,sms_0201,fire,FIRE_085,victim_panic,sms,tamil,Ratnapura,Ratnapura_City,CRITICAL,2025-05-17T07:42:00+00:00
576,sms_0209,fire,FIRE_091,same_street_neighbors,sms,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:42:00+00:00
577,sms_0211,fire,FIRE_092,same_street_neighbors,sms,sinhala,Kalutara,Beruwala,CRITICAL,2025-05-17T07:42:00+00:00
578,call_0230,fire,FIRE_094,same_street_neighbors,voice,sinhala,Ratnapura,Eheliyagoda,CRITICAL,2025-05-17T07:42:00+00:00
579,call_0143,fire,FIRE_051,geographically_near,voice,tamil,Kalutara,Beruwala,HIGH,2025-05-17T07:43:00+00:00
580,call_0172,fire,FIRE_063,cross_lingual_duplicate,voice,romanized_tamil,Colombo,Hanwella,CRITICAL,2025-05-17T07:43:00+00:00
581,call_0189,fire,FIRE_070,victim_address,voice,tamil,Colombo,Kelaniya,HIGH,2025-05-17T07:43:00+00:00
582,call_0234,fire,FIRE_095,same_street_neighbors,voice,sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T07:43:00+00:00
583,call_0011,fire,FIRE_002,mass_report,voice,romanized_tamil,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:44:00+00:00
584,sms_0014,fire,FIRE_003,mass_report,sms,romanized_sinhala,Colombo,Dematagoda,CRITICAL,2025-05-17T07:44:00+00:00
585,sms_0027,fire,FIRE_005,mass_report,sms,sinhala,Colombo,Mattakkuliya,CRITICAL,2025-05-17T07:44:00+00:00
586,sms_0043,fire,FIRE_008,adjacent_critical,sms,sinhala,Colombo,Kaduwela,CRITICAL,
587,call_0122,fire,FIRE_046,long_gap,voice,tamil,Kandy,Kandy_City,HIGH,2025-05-17T07:44:00+00:00
588,call_0127,fire,FIRE_047,geographically_near,voice,tamil,Kalutara,Kalutara,CRITICAL,2025-05-17T07:44:00+00:00
589,sms_0198,fire,FIRE_083,victim_panic,sms,sinhala,Kalutara,Panadura,CRITICAL,2025-05-17T07:44:00+00:00
590,call_0023,fire,FIRE_005,mass_report,voice,sinhala,Colombo,Mattakkuliya,CRITICAL,2025-05-17T07:45:00+00:00
591,sms_0063,fire,FIRE_014,standard,sms,sinhala,Gampaha,Kadana,HIGH,2025-05-17T07:45:00+00:00
592,call_0212,fire,FIRE_081,victim_panic,voice,tamil,Kandy,Gampola,CRITICAL,2025-05-17T07:45:00+00:00
593,sms_0216,fire,FIRE_096,same_street_neighbors,sms,tamil,Colombo,Kolonnawa,HIGH,2025-05-17T07:45:00+00:00
594,sms_0246,fire,NOISE_fire_495,noise,sms,sinhala,Ratnapura,Balangoda,MEDIUM,2025-05-17T07:45:00+00:00
595,sms_0078,fire,FIRE_017,standard,sms,romanized_tamil,Ratnapura,Eheliyagoda,HIGH,2025-05-17T07:46:00+00:00
596,sms_0079,fire,FIRE_017,standard,sms,romanized_sinhala,Ratnapura,Eheliyagoda,HIGH,
597,call_0128,fire,FIRE_047,geographically_near,voice,romanized_sinhala,Kalutara,Kalutara,CRITICAL,2025-05-17T07:46:00+00:00
598,sms_0199,fire,FIRE_084,victim_panic,sms,romanized_tamil,Kalutara,Bandaragama,HIGH,
599,sms_0010,fire,FIRE_002,mass_report,sms,sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:47:00+00:00
600,sms_0127,fire,FIRE_045,long_gap,sms,sinhala,Kalutara,Horana,HIGH,2025-05-17T07:47:00+00:00
601,call_0228,fire,FIRE_093,same_street_neighbors,voice,tamil,Ratnapura,Eheliyagoda,HIGH,2025-05-17T07:47:00+00:00
602,sms_0028,fire,FIRE_005,mass_report,sms,romanized_tamil,Colombo,Mattakkuliya,CRITICAL,
603,call_0036,fire,FIRE_008,adjacent_critical,voice,romanized_tamil,Colombo,Kaduwela,CRITICAL,2025-05-17T07:48:00+00:00
604,call_0238,fire,FIRE_097,same_street_neighbors,voice,sinhala,Gampaha,Ja-Ela,HIGH,2025-05-17T07:48:00+00:00
605,call_0035,fire,FIRE_008,adjacent_critical,voice,tamil,Colombo,Kaduwela,CRITICAL,2025-05-17T07:49:00+00:00
606,call_0191,fire,FIRE_070,victim_address,voice,sinhala,Colombo,Kelaniya,HIGH,2025-05-17T07:49:00+00:00
607,call_0008,fire,FIRE_002,mass_report,voice,sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:50:00+00:00
608,sms_0015,fire,FIRE_003,mass_report,sms,romanized_tamil,Colombo,Dematagoda,CRITICAL,2025-05-17T07:50:00+00:00
609,sms_0076,fire,FIRE_017,standard,sms,sinhala,Ratnapura,Eheliyagoda,HIGH,2025-05-17T07:50:00+00:00
610,sms_0077,fire,FIRE_017,standard,sms,sinhala,Ratnapura,Eheliyagoda,HIGH,
611,call_0061,fire,FIRE_017,standard,voice,tamil,Ratnapura,Eheliyagoda,HIGH,2025-05-17T07:50:00+00:00
612,call_0126,fire,FIRE_047,geographically_near,voice,romanized_sinhala,Kalutara,Kalutara,CRITICAL,2025-05-17T07:50:00+00:00
613,sms_0154,fire,FIRE_059,third_party,sms,sinhala,Colombo,Hanwella,CRITICAL,2025-05-17T07:50:00+00:00
614,call_0187,fire,FIRE_068,victim_address,voice,romanized_tamil,Gampaha,Negombo,MEDIUM,2025-05-17T07:50:00+00:00
615,sms_0064,fire,FIRE_014,standard,sms,sinhala,Gampaha,Kadana,HIGH,2025-05-17T07:51:00+00:00
616,call_0123,fire,FIRE_046,long_gap,voice,romanized_sinhala,Kandy,Kandy_City,HIGH,2025-05-17T07:51:00+00:00
617,call_0175,fire,FIRE_063,cross_lingual_duplicate,voice,sinhala,Colombo,Hanwella,CRITICAL,2025-05-17T07:51:00+00:00
618,call_0180,fire,FIRE_065,cross_lingual_duplicate,voice,tamil,Ratnapura,Ratnapura_City,CRITICAL,2025-05-17T07:51:00+00:00
619,sms_0203,fire,FIRE_089,same_street_neighbors,sms,romanized_tamil,Kalutara,Horana,CRITICAL,2025-05-17T07:51:00+00:00
620,call_0007,fire,FIRE_002,mass_report,voice,romanized_sinhala,Colombo,Wellampitiya,CRITICAL,2025-05-17T07:52:00+00:00
621,sms_0059,fire,FIRE_012,adjacent_critical,sms,sinhala,Kandy,Kadugannawa,CRITICAL,2025-05-17T07:52:00+00:00
622,call_0171,fire,FIRE_063,cross_lingual_duplicate,voice,tamil,Colombo,Hanwella,CRITICAL,2025-05-17T07:52:00+00:00
623,sms_0202,fire,FIRE_086,victim_panic,sms,romanized_tamil,Colombo,Kelaniya,CRITICAL,2025-05-17T07:52:00+00:00
624,sms_0210,fire,FIRE_092,same_street_neighbors,sms,romanized_tamil,Kalutara,Beruwala,CRITICAL,
625,call_0235,fire,FIRE_095,same_street_neighbors,voice,sinhala,Colombo,Kolonnawa,CRITICAL,2025-05-17T07:52:00+00:00
